Date,Open,High,Low,Close,Volume
2026-03-20,1.0299999713897705,1.0499999523162842,0.9800000190734863,0.9800000190734863,29104400
2026-03-23,1.0,1.059999942779541,0.9800000190734863,1.0199999809265137,29842700
2026-03-24,1.0199999809265137,1.0299999713897705,0.9800000190734863,1.0,30859200
2026-03-25,1.0,1.0199999809265137,0.9700000286102295,0.9900000095367432,19193500
2026-03-26,0.9900000095367432,1.0099999904632568,0.9700000286102295,0.9700000286102295,14347700
2026-03-27,0.9700000286102295,0.9900000095367432,0.9300000071525574,0.949999988079071,15995700
2026-03-30,0.9599999785423279,1.0700000524520874,0.949999988079071,0.9800000190734863,31411600
2026-03-31,1.0,1.0399999618530273,0.9800000190734863,0.9800000190734863,23970000
2026-04-01,1.0,1.0499999523162842,0.9900000095367432,1.0299999713897705,40614100
2026-04-02,1.0199999809265137,1.1200000047683716,0.9900000095367432,1.1200000047683716,41493500
2026-04-06,1.1299999952316284,1.309999942779541,1.1299999952316284,1.2599999904632568,50645600
2026-04-07,1.25,1.2799999713897705,1.1699999570846558,1.2799999713897705,30528600
2026-04-08,1.3200000524520874,1.399999976158142,1.2899999618530273,1.340000033378601,36736900
2026-04-09,1.3300000429153442,1.399999976158142,1.2899999618530273,1.350000023841858,26473800
2026-04-10,1.350000023841858,1.4500000476837158,1.3200000524520874,1.350000023841858,30800600
2026-04-13,1.340000033378601,1.4600000381469727,1.2999999523162842,1.4500000476837158,29379700
2026-04-14,1.4600000381469727,1.5499999523162842,1.4500000476837158,1.5399999618530273,37999900
2026-04-15,1.5499999523162842,1.6699999570846558,1.4900000095367432,1.6699999570846558,40208600
2026-04-16,1.659999966621399,1.6699999570846558,1.5399999618530273,1.6100000143051147,41607800
2026-04-17,1.6399999856948853,1.940000057220459,1.6399999856948853,1.8600000143051147,88218200
2026-04-20,1.8600000143051147,1.909999966621399,1.7400000095367432,1.8300000429153442,37594600
2026-04-21,1.840000033378601,1.840000033378601,1.659999966621399,1.6699999570846558,36034000
2026-04-22,1.690000057220459,1.8300000429153442,1.6799999475479126,1.7100000381469727,26433100
2026-04-23,1.7000000476837158,1.7899999618530273,1.6299999952316284,1.6699999570846558,23075400
2026-04-24,1.6699999570846558,1.6699999570846558,1.5700000524520874,1.6399999856948853,22228100
2026-04-27,1.6200000047683716,1.7000000476837158,1.590000033378601,1.649999976158142,24629600
2026-04-28,1.6200000047683716,1.649999976158142,1.600000023841858,1.6150000095367432,5151175
