Date,Open,High,Low,Close,Volume
2026-01-28,1.4500000476837158,1.4700000286102295,1.409999966621399,1.4299999475479126,33824500
2026-01-29,1.4299999475479126,1.4600000381469727,1.3600000143051147,1.3700000047683716,48727300
2026-01-30,1.3700000047683716,1.4299999475479126,1.350000023841858,1.3899999856948853,55477500
2026-02-02,1.3799999952316284,1.4800000190734863,1.350000023841858,1.399999976158142,50445400
2026-02-03,1.399999976158142,1.4500000476837158,1.350000023841858,1.3799999952316284,54958300
2026-02-04,1.3700000047683716,1.5399999618530273,1.3700000047683716,1.4700000286102295,70065200
2026-02-05,1.4600000381469727,1.4900000095367432,1.3899999856948853,1.399999976158142,55744200
2026-02-06,1.4199999570846558,1.5099999904632568,1.409999966621399,1.4800000190734863,57264800
2026-02-09,1.440000057220459,1.4500000476837158,1.3300000429153442,1.340000033378601,38690200
2026-02-10,1.350000023841858,1.3899999856948853,1.3300000429153442,1.3300000429153442,22996900
2026-02-11,1.3300000429153442,1.340000033378601,1.2599999904632568,1.2699999809265137,50878500
2026-02-12,1.2699999809265137,1.2999999523162842,1.2100000381469727,1.2200000286102295,50943600
2026-02-13,1.2300000190734863,1.3300000429153442,1.2300000190734863,1.2300000190734863,49699200
2026-02-17,1.25,1.2799999713897705,1.2200000286102295,1.25,49847200
2026-02-18,1.25,1.309999942779541,1.2400000095367432,1.2400000095367432,34851000
2026-02-19,1.2300000190734863,1.2699999809265137,1.2100000381469727,1.2200000286102295,18812500
2026-02-20,1.2300000190734863,1.2300000190734863,1.190000057220459,1.2000000476837158,31499200
2026-02-23,1.190000057220459,1.2100000381469727,1.149999976158142,1.149999976158142,24691200
2026-02-24,1.1699999570846558,1.2000000476837158,1.149999976158142,1.1699999570846558,19187000
2026-02-25,1.1799999475479126,1.2100000381469727,1.159999966621399,1.159999966621399,23430100
2026-02-26,1.159999966621399,1.2000000476837158,1.1299999952316284,1.1399999856948853,31019000
2026-02-27,1.1399999856948853,1.1799999475479126,1.1200000047683716,1.159999966621399,32776200
2026-03-02,1.1299999952316284,1.159999966621399,1.1100000143051147,1.1399999856948853,27617400
2026-03-03,1.1299999952316284,1.1699999570846558,1.100000023841858,1.1299999952316284,31216500
2026-03-04,1.1399999856948853,1.2100000381469727,1.1200000047683716,1.1799999475479126,26130300
2026-03-05,1.1699999570846558,1.25,1.159999966621399,1.2100000381469727,29263700
2026-03-06,1.190000057220459,1.2000000476837158,1.149999976158142,1.1699999570846558,25514100
2026-03-09,1.149999976158142,1.159999966621399,1.090000033378601,1.1299999952316284,41419700
2026-03-10,1.1200000047683716,1.1299999952316284,1.090000033378601,1.1100000143051147,29434100
2026-03-11,1.1100000143051147,1.1299999952316284,1.0800000429153442,1.1200000047683716,25975800
2026-03-12,1.1100000143051147,1.1200000047683716,1.090000033378601,1.090000033378601,22004800
2026-03-13,1.100000023841858,1.1299999952316284,1.0800000429153442,1.090000033378601,26211400
2026-03-16,1.090000033378601,1.1200000047683716,1.059999942779541,1.059999942779541,28063800
2026-03-17,1.059999942779541,1.1100000143051147,1.0499999523162842,1.0800000429153442,28767900
2026-03-18,1.0700000524520874,1.100000023841858,1.0199999809265137,1.0199999809265137,19946700
2026-03-19,1.0099999904632568,1.059999942779541,1.0,1.0299999713897705,20502700
